POA_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
POA3958,0,3,4,4,12,10,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7
POA3959,3,9,8,16,17,16,16,8,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,7,0,5,7,8,7,18,0,0,0,52,0,0,3,0,0,0,0,0,0,8,7,3,0,0,0,3,3,0,0,17,4,0,0,0,5,0,0,0,0,16,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,3,4,3,8,0,0,21,0,0,0,3,0,4,4,0,0,11,0,0,0,0,0,5,0,0,0,10,0,0,0,9,3,3,4,0,0,12,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,4,0,13
POA3960,4,3,17,20,20,24,24,9,0,125,0,0,0,0,0,0,0,0,0,0,0,6,3,6,8,9,4,0,0,31,0,0,3,4,5,8,0,0,0,18,0,9,14,13,7,16,0,0,0,61,0,0,8,4,0,3,0,0,0,14,8,4,8,3,5,9,5,0,0,36,11,6,3,5,13,4,3,0,0,42,4,3,0,5,7,4,5,0,0,29,0,0,0,3,0,0,0,0,0,5,0,0,0,6,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,4,9,9,7,0,0,22,3,0,0,0,3,7,3,0,0,13,0,0,0,4,5,7,0,0,0,18,0,0,0,4,9,6,0,0,0,28,0,0,5,3,4,8,4,0,0,24,0,0,0,3,10,7,3,0,0,24,0,4,0,5,6,0,0,0,0,19,0,0,0,0,5,7,0,0,0,21
POA3962,0,0,0,11,8,5,7,0,0,38,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,4,6,5,7,0,0,0,28,0,0,0,0,4,0,0,0,0,9,0,0,0,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,4,0,0,12,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,9,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,0,0,0,0,7,0,3,0,0,5,6,0,0,0,9,0,0,0,5,0,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,0,3,0,0,12
POA3964,0,0,3,0,0,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3
POA3965,0,0,0,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3966,0,3,7,5,8,14,9,0,0,54,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,0,13,0,0,0,0,6,0,0,0,0,4,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,4,6,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,5
POA3967,0,0,3,0,6,4,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
POA3971,3,9,39,24,31,56,32,13,0,206,0,0,0,0,0,5,0,0,0,7,3,3,20,11,31,20,0,0,0,93,0,0,8,6,5,6,5,0,0,27,5,12,14,18,27,25,5,0,0,102,0,6,3,6,3,6,4,0,0,32,0,6,11,12,8,14,10,0,0,60,6,7,4,7,3,5,4,0,0,31,0,3,8,8,5,15,9,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,14,0,0,0,0,11,6,0,0,0,22,0,0,4,3,5,16,0,0,0,33,0,6,0,6,13,7,3,0,0,30,0,3,8,8,6,9,7,0,0,36,0,0,0,0,0,5,0,0,0,4,0,3,4,13,8,9,0,0,0,36,8,7,6,6,12,13,0,0,0,51
POA3975,0,0,8,8,10,9,0,0,0,39,0,0,0,3,0,0,0,0,0,4,12,39,98,231,202,128,20,0,0,727,0,0,10,36,22,17,0,0,0,82,14,58,144,162,99,59,11,0,0,544,0,13,46,57,57,30,0,0,0,208,36,56,83,112,72,36,3,0,0,404,65,40,30,36,32,21,0,0,0,227,9,19,117,156,125,56,18,0,0,497,0,12,25,57,17,6,0,0,0,114,0,16,57,93,41,11,7,0,0,221,0,3,14,25,13,3,0,0,0,57,3,30,79,156,74,30,9,0,0,369,3,14,25,44,28,12,4,0,0,135,0,10,29,59,35,20,5,0,0,168,7,10,23,36,23,23,5,0,0,123,0,27,65,96,82,31,5,0,0,300,4,3,12,13,4,0,0,0,0,29,3,12,43,55,38,18,4,0,0,182,3,43,84,101,91,47,10,0,0,369
POA3976,0,3,11,5,13,7,0,0,0,44,0,0,3,4,3,0,0,0,0,11,21,82,214,318,264,263,39,3,0,1198,0,7,23,24,19,22,0,0,0,88,31,131,333,250,196,111,20,0,0,1067,0,23,71,66,72,65,17,0,0,312,34,111,125,95,72,47,6,0,0,489,75,50,54,32,30,25,3,0,0,263,14,49,148,125,110,128,36,0,0,606,0,16,24,23,13,10,0,0,0,87,0,21,46,30,15,14,0,0,0,126,0,9,15,20,5,10,0,0,0,63,3,27,81,66,29,22,3,4,0,233,12,30,58,37,39,28,7,0,0,206,0,12,51,41,35,41,13,0,0,194,9,16,31,30,28,15,3,0,0,130,0,29,78,71,47,55,12,0,0,287,7,4,6,4,12,8,3,0,0,35,11,37,87,63,52,47,18,0,0,317,14,68,151,136,119,90,22,0,0,610
POA3977,10,31,51,67,53,50,13,4,0,275,0,0,8,30,20,11,0,0,0,72,77,283,897,1335,1092,687,130,8,0,4495,0,31,108,169,109,73,17,0,0,505,233,674,1677,1521,921,543,109,9,0,5686,15,95,284,427,349,215,43,0,0,1432,282,372,594,623,422,211,51,4,0,2558,360,176,233,219,117,82,17,3,0,1202,30,136,663,923,503,403,99,7,0,2758,5,40,91,156,70,24,4,0,0,393,0,36,166,270,146,63,20,4,0,703,10,17,83,110,51,37,9,3,0,314,3,89,332,516,279,131,43,4,0,1396,28,89,185,236,172,126,31,6,0,879,8,49,249,337,233,165,54,6,0,1092,23,59,174,214,182,104,32,0,0,782,26,120,382,550,352,196,35,4,0,1667,38,53,83,69,69,54,12,0,0,373,29,123,292,303,245,170,38,3,0,1207,81,184,526,542,390,271,53,5,0,2057
POA3978,3,3,33,29,18,12,10,3,0,107,0,0,13,5,8,8,0,0,0,29,12,90,399,563,323,142,21,0,0,1551,7,8,60,56,25,15,5,0,0,166,54,194,738,457,217,87,15,0,0,1752,0,30,141,198,94,47,5,0,0,524,62,127,363,324,126,51,8,0,0,1061,124,80,184,135,38,20,0,0,0,592,9,64,467,517,157,89,32,0,0,1337,0,12,65,92,27,4,0,0,0,206,9,17,127,180,60,12,6,0,0,411,3,11,49,36,17,12,3,0,0,124,0,27,208,327,107,43,5,0,0,706,6,17,101,129,66,23,5,0,0,334,0,20,172,156,77,32,11,4,0,474,10,17,71,98,54,25,8,0,0,286,12,43,225,360,186,58,16,0,0,896,12,10,33,30,15,9,0,3,0,114,9,64,172,131,59,24,8,0,0,464,12,75,271,220,82,54,13,0,0,727
POA3979,0,0,5,7,9,6,8,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
POA3980,6,4,3,6,4,5,9,3,0,37,0,0,0,0,0,3,0,0,0,7,7,0,13,25,30,23,10,0,0,114,0,0,5,6,5,5,0,0,0,23,16,26,85,76,68,42,6,5,0,327,0,0,10,15,17,22,0,0,0,58,8,4,8,3,9,15,0,0,0,53,8,3,0,0,0,3,0,0,0,23,4,3,10,9,18,15,5,0,0,63,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,5,0,0,9,0,0,3,3,3,3,3,0,0,26,0,0,8,4,3,8,0,0,0,23,0,0,6,13,9,5,0,0,0,32,0,3,3,5,9,9,6,0,0,27,0,0,6,7,0,5,3,0,0,17,0,0,0,0,0,0,3,0,0,7,0,6,9,4,10,11,3,0,0,40,5,0,14,14,10,15,3,0,0,62
POA3981,4,3,20,18,27,35,35,18,3,162,0,0,4,0,3,0,0,0,0,12,11,13,52,31,35,32,4,3,0,182,0,0,9,13,10,6,0,0,0,33,32,59,105,85,75,39,11,0,0,409,5,3,15,14,10,14,0,0,0,61,10,3,11,16,12,7,0,0,0,72,21,3,4,0,0,0,0,0,0,36,0,7,20,21,33,27,11,0,0,113,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,3,6,8,0,0,0,16,0,0,10,3,9,9,4,0,0,28,0,3,8,9,3,0,0,0,0,28,0,0,9,6,4,10,0,0,0,39,5,0,6,9,6,5,5,0,0,24,0,4,5,6,4,4,0,0,0,25,0,5,3,4,3,6,0,0,0,31,5,4,15,8,15,14,8,0,0,77,0,5,22,24,20,21,3,4,0,104
POA3984,3,3,16,14,22,18,18,6,0,113,0,0,8,7,12,4,4,0,0,35,7,10,34,49,50,49,14,0,0,202,0,3,4,5,11,7,0,0,0,37,9,46,152,78,71,66,23,5,0,451,0,3,11,18,13,16,6,0,0,72,7,7,23,18,25,26,6,0,0,107,29,5,10,12,3,7,5,0,0,64,0,5,17,23,37,25,6,0,0,117,0,0,3,3,6,3,0,0,0,17,0,0,0,0,3,6,0,0,0,9,0,0,3,4,0,7,0,0,0,15,0,4,5,4,17,14,8,0,0,54,0,3,6,10,9,13,9,0,0,54,0,0,11,11,9,20,4,0,0,48,0,0,4,4,8,15,0,0,0,33,0,3,3,3,17,15,4,0,0,52,0,3,3,5,4,3,0,0,0,25,0,10,23,17,17,19,4,0,0,97,3,7,30,15,30,19,9,0,0,124
POA3987,3,3,8,6,11,7,7,5,0,55,0,0,0,4,3,4,0,0,0,11,0,0,3,10,15,11,0,0,0,48,0,0,0,0,0,3,0,0,0,4,10,10,19,33,21,13,3,0,0,111,0,4,0,4,10,4,0,0,0,25,0,0,0,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,4,0,13,10,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,9,0,0,0,0,5,0,3,0,0,11,0,0,0,3,7,4,5,0,0,17,0,0,3,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,4,3,4,6,8,0,0,0,30,0,0,0,5,6,4,0,0,0,28
POA3988,4,7,8,24,16,12,21,4,0,91,0,0,0,0,0,0,0,0,0,0,4,4,18,8,5,8,0,0,0,40,0,0,0,0,0,0,0,0,0,0,4,3,13,15,9,8,0,0,0,51,0,0,5,3,5,6,0,0,0,17,0,0,0,0,0,0,3,0,0,6,3,0,4,0,0,0,0,0,0,9,0,0,9,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,8,5,0,0,0,0,18,0,0,0,0,3,0,5,0,0,11
POA3990,0,0,0,0,0,4,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3991,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,7,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,3,0,0,0,0,6
POA3992,0,0,3,10,6,9,14,6,0,53,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,14,22,16,19,10,5,0,0,80,0,0,5,0,0,3,0,0,0,8,0,3,4,7,3,0,0,0,0,20,9,3,5,6,0,0,3,0,0,29,0,0,0,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,3,0,0,0,7,0,0,3,5,5,4,0,0,0,18,0,0,5,0,0,5,4,0,0,13,0,0,4,0,10,10,0,0,0,20,3,0,0,0,6,0,0,0,0,7,0,0,6,0,0,0,0,0,0,10,0,0,6,5,0,4,3,0,0,17
POA3995,0,10,21,22,26,27,23,7,0,123,0,0,0,7,0,0,0,0,0,13,4,11,14,35,24,29,11,0,0,134,0,3,15,22,20,23,0,0,0,87,31,56,114,110,118,79,29,0,0,535,0,6,5,14,19,21,9,0,0,66,55,37,44,33,44,33,4,0,0,256,43,17,26,16,15,16,0,0,0,127,0,3,13,11,12,27,10,5,0,82,0,4,0,3,0,9,0,0,0,16,0,4,8,3,15,4,0,0,0,26,0,0,7,11,6,4,9,0,0,35,0,4,12,24,17,21,7,3,0,91,0,7,15,23,16,18,7,3,0,88,0,0,16,27,34,34,5,3,0,120,4,4,21,14,23,23,3,0,0,85,0,4,31,31,30,44,20,0,0,156,6,4,5,7,10,9,7,0,0,41,4,8,24,28,32,18,6,0,0,117,3,15,16,14,28,17,18,5,0,119
POA3996,5,3,14,5,10,16,13,3,0,72,0,0,0,3,8,5,0,0,0,18,0,4,8,18,23,20,0,0,0,77,0,0,8,19,9,19,0,0,0,59,11,22,49,69,44,49,14,0,0,250,0,0,4,4,7,15,4,0,0,40,22,11,14,13,23,19,9,0,0,108,27,17,15,8,10,7,5,0,0,86,0,0,3,0,8,15,6,0,0,37,0,0,0,3,3,4,6,0,0,13,0,0,0,11,8,7,3,0,0,31,0,0,3,0,15,3,0,0,0,26,0,0,14,20,18,14,23,6,0,90,0,0,6,10,11,5,3,0,0,38,0,4,7,16,24,15,6,0,0,67,0,3,14,31,23,20,5,0,0,98,0,0,19,20,11,27,10,0,0,82,0,3,3,7,3,10,0,0,0,26,0,0,0,7,13,5,0,0,0,30,3,4,10,6,7,12,5,0,0,60
POA4000,0,4,8,7,3,3,3,0,0,29,0,0,53,47,49,22,7,0,0,188,3,25,72,47,32,27,4,3,0,219,4,3,8,20,11,4,0,0,0,59,3,37,147,82,46,44,6,3,0,371,0,6,29,17,26,20,3,3,0,109,21,116,138,58,28,19,9,0,0,387,86,233,393,105,41,27,3,4,0,894,4,38,120,71,48,30,6,0,0,321,7,20,50,31,12,5,0,0,0,132,3,33,101,92,51,34,10,0,0,331,0,7,35,27,34,26,13,3,0,145,13,97,458,306,156,119,49,5,0,1196,4,37,204,61,23,18,7,3,0,365,5,31,122,109,86,55,21,6,0,430,11,38,109,70,49,42,9,6,0,340,9,28,174,119,68,45,29,7,0,477,4,29,43,23,10,10,4,0,0,116,0,25,58,20,12,22,4,0,0,136,9,43,123,67,51,31,9,3,0,336
POA4005,0,0,6,3,0,5,0,6,0,15,0,3,41,49,26,13,3,0,0,147,0,12,53,35,37,34,16,0,0,187,0,0,17,24,14,15,8,0,0,73,6,30,155,80,60,53,27,3,0,424,0,7,27,22,30,19,11,3,0,116,5,42,93,64,38,32,19,0,0,291,36,80,151,52,48,26,12,0,0,398,0,13,60,56,52,33,8,3,0,235,0,9,27,23,19,10,4,0,0,95,0,13,108,85,62,44,18,8,0,343,0,9,53,59,32,31,26,6,0,228,5,82,371,301,178,162,66,11,0,1159,5,10,61,33,35,11,9,0,0,158,0,13,91,80,56,58,19,0,0,316,6,7,71,70,62,38,11,3,0,266,0,24,157,121,121,86,33,5,0,543,0,15,51,34,16,11,3,0,0,129,0,5,44,43,25,15,6,0,0,140,0,21,89,55,29,32,8,0,0,247
POA4006,0,4,15,3,0,0,0,3,0,36,0,4,64,46,22,7,0,0,0,151,0,23,122,70,34,26,0,0,0,276,0,3,44,32,15,8,4,0,0,112,5,78,268,141,67,37,14,4,0,602,3,23,67,38,26,7,4,0,0,171,20,130,264,117,53,28,8,5,0,622,44,231,459,169,61,13,8,0,0,984,0,64,190,114,63,47,6,0,0,485,0,34,97,55,14,13,4,0,0,217,3,64,227,130,52,22,10,3,0,511,0,22,92,49,26,22,8,8,0,238,4,158,748,338,147,72,36,7,0,1498,5,42,215,86,30,17,0,0,0,398,0,64,204,124,87,40,11,0,0,533,0,39,138,89,37,23,8,0,0,332,3,62,404,161,89,57,16,0,0,801,5,23,84,43,18,11,6,0,0,187,0,37,121,40,31,14,3,0,0,251,8,55,177,102,40,31,6,6,0,420
