POA_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,10,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,10,10,24
POA3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,62,132,5,7,13,4,0,4,0,0,0,0,0,0,0,0,0,12,7,20,89,77,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,20,41,3,11,17,0,0,0,119,109,222
POA3658,16,4,22,0,0,0,0,0,0,0,0,0,0,0,0,1088,811,1895,54,49,103,44,0,43,13,0,13,0,0,0,5,3,7,24,20,45,1246,890,2131,0,0,0,0,0,0,5,0,5,8,0,4,4,0,4,0,0,0,13,0,12,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,5,16,4,20,27,7,33,6,3,5,0,0,0,0,0,0,6,3,5,153,257,405,130,190,322,5,8,14,1563,1348,2915
POA3659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,114,243,5,4,8,9,0,9,0,0,0,0,0,0,0,0,0,5,3,8,144,123,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,45,78,13,22,35,9,0,5,200,190,381
POA3660,13,8,16,3,3,8,0,0,0,0,0,0,0,5,5,1101,967,2070,105,71,180,39,0,39,5,0,4,17,0,13,9,5,16,78,82,160,1365,1152,2510,3,0,5,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,25,25,8,33,0,0,0,0,0,0,0,0,0,3,0,3,181,214,391,136,229,362,15,11,26,1722,1608,3328
POA3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,95,353,8,9,16,0,0,0,10,0,10,17,4,21,3,4,11,136,33,164,435,139,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,6,4,11,0,0,0,0,0,0,5,0,5,5,0,5,28,34,64,18,26,43,3,0,4,492,200,687
POA3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,56,0,4,4,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,40,28,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,23,0,0,0,0,0,0,58,39,93
POA3664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,163,342,5,14,16,3,0,3,0,0,0,3,0,3,3,0,0,13,17,30,207,186,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,51,52,101,18,32,53,0,3,11,283,281,563
POA3665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,49,106,5,3,8,5,0,5,0,0,0,0,0,0,0,0,0,6,5,9,69,57,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,48,7,14,16,0,0,4,96,94,190
POA3666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,554,1199,45,36,83,25,4,29,13,0,13,6,15,22,7,5,13,76,53,135,812,669,1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,201,233,438,81,138,219,10,11,24,1107,1062,2172
POA3669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,152,301,7,13,21,3,0,3,0,0,5,0,0,3,3,3,9,16,8,20,182,177,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,4,4,0,4,4,70,83,155,26,35,60,5,4,5,288,301,586
POA3670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,84,178,6,0,6,7,0,8,6,0,6,0,0,0,4,0,0,4,3,7,119,91,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,58,3,14,20,6,4,9,161,137,297
POA3672,0,0,0,4,4,12,0,0,0,0,0,0,9,0,8,1552,1340,2898,118,95,220,37,5,43,6,0,12,20,18,37,10,0,12,71,91,167,1843,1561,3402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,9,14,6,22,16,11,28,0,0,0,0,0,0,0,0,0,0,0,0,179,288,468,171,313,485,28,23,51,2241,2201,4437
POA3673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,238,500,4,16,25,17,0,17,0,0,0,0,0,0,3,4,12,19,9,29,319,260,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,108,107,214,47,64,110,5,3,10,482,438,918
POA3675,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,322,289,609,19,12,31,9,0,10,0,0,6,0,0,0,0,3,3,21,8,35,381,318,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,88,106,192,33,67,102,4,14,15,507,499,1004
POA3677,0,0,0,0,14,14,0,5,0,0,0,0,15,13,32,2946,2704,5647,238,285,521,48,0,51,18,0,23,108,45,147,29,14,39,133,198,327,3524,3276,6799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,7,36,22,56,37,28,65,0,0,0,0,0,0,4,0,4,4,0,4,246,441,689,340,616,954,27,25,50,4179,4381,8563
POA3678,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,1100,945,2052,67,54,125,29,0,29,6,0,6,10,4,16,10,5,16,64,39,107,1302,1058,2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,18,9,10,19,0,0,0,0,0,0,0,0,0,0,0,0,305,310,612,135,257,393,17,20,38,1776,1649,3419
POA3682,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,104,88,195,5,12,16,4,0,4,3,0,3,0,0,0,0,0,0,5,0,10,121,110,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,33,71,11,27,36,4,0,4,179,171,349
POA3683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,245,526,12,8,23,11,0,11,0,0,0,0,0,0,4,0,0,8,20,30,315,278,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,40,68,109,40,67,106,7,4,9,401,418,816
POA3685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,408,901,26,28,50,13,0,13,0,3,3,3,3,11,9,0,8,25,29,57,569,480,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,70,102,177,50,96,142,4,5,8,696,674,1374
POA3687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,157,338,3,9,18,0,0,0,5,0,5,3,0,3,3,0,0,5,4,6,200,172,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,27,33,24,26,57,3,0,7,244,230,473
POA3688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,236,477,8,14,22,13,0,15,7,0,7,0,0,0,4,0,7,13,4,21,286,263,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,59,97,25,43,69,5,5,5,359,362,719
POA3690,0,0,0,24,23,49,8,0,11,3,4,4,15,14,32,6144,5443,11591,394,419,815,74,0,78,49,5,59,95,22,115,40,16,53,128,126,260,6980,6084,13068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,3,3,4,9,11,61,34,93,61,44,108,0,0,0,0,5,5,4,0,4,4,5,6,514,836,1353,583,1070,1651,51,48,96,8198,8079,16278
POA3691,0,0,0,6,4,10,0,0,0,0,0,0,0,5,0,2310,2001,4303,103,123,229,48,0,46,18,0,23,17,6,24,36,19,49,313,148,460,2851,2300,5153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,23,17,38,25,22,46,0,0,0,0,0,0,0,0,0,0,0,0,426,490,912,224,379,604,21,14,31,3549,3202,6750
POA3695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,73,158,0,3,7,0,0,0,0,0,0,0,0,0,0,3,3,10,3,8,101,84,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,22,59,10,15,25,6,9,7,146,136,279
POA3697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,75,138,5,7,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,84,87,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,55,17,15,37,0,0,0,132,127,263
POA3698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,96,216,12,14,25,0,0,0,5,0,5,11,0,12,0,5,5,16,17,36,160,133,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,52,104,24,38,61,0,5,8,241,222,468
POA3699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,105,204,14,4,17,0,0,0,0,0,0,5,8,10,23,4,21,71,85,152,214,202,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,38,36,72,39,44,89,0,0,6,304,285,584
POA3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,156,364,14,5,25,6,0,6,3,0,0,5,0,4,4,3,3,18,16,38,269,184,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,37,44,80,24,45,70,6,4,5,327,276,605
POA3701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,123,269,4,3,14,3,0,3,11,0,14,4,0,3,0,3,4,19,14,35,191,151,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,61,51,112,19,33,51,0,0,0,279,240,512
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,16
POA3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,64,0,3,4,4,0,4,0,0,0,0,0,0,0,0,0,5,0,5,42,35,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,38,0,10,9,0,0,0,69,63,128
POA3707,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,253,204,459,18,14,26,6,0,6,5,0,5,4,0,7,4,5,3,43,49,94,338,272,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,58,62,118,35,52,91,5,6,7,444,391,833
POA3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,16,18,36
POA3709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,53,0,4,4,4,0,4,0,0,0,0,0,0,0,0,0,14,10,21,47,38,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,43,10,5,18,0,0,0,74,60,138
POA3711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,63,151,3,0,6,11,0,8,0,0,0,0,0,0,0,0,0,5,3,11,102,71,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,32,49,19,22,34,0,0,0,141,129,268
POA3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,41,92,0,0,3,3,0,3,0,0,0,0,0,0,0,0,4,4,6,15,62,51,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,30,5,13,18,3,3,7,80,85,164
POA3713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,107,250,9,5,10,0,0,0,0,0,0,0,0,0,3,4,8,19,6,28,163,134,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,46,14,31,49,5,0,5,204,186,390
POA3714,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,521,416,936,28,28,53,13,0,13,0,0,0,8,0,7,5,0,7,53,56,108,632,500,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,3,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,120,147,267,69,126,196,9,10,23,834,791,1624
POA3715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,43,97,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,70,52,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,39,4,14,17,0,0,5,91,86,176
POA3717,4,0,0,5,0,5,0,0,0,0,0,0,0,0,0,493,356,854,20,23,42,18,4,19,3,0,3,0,0,0,7,0,4,28,29,57,576,421,999,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,129,147,280,75,99,170,8,5,16,803,678,1477
POA3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,20,0,0,4,0,0,0,24,26,49
POA3719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,52,108,3,5,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,8,69,60,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,26,20,49,6,14,24,4,0,8,112,98,207
POA3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,83,186,8,5,11,0,0,0,0,0,0,0,0,0,0,0,0,12,6,12,118,98,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,29,24,55,19,33,49,0,3,0,174,163,335
POA3722,0,0,0,3,8,12,0,0,0,0,0,0,0,0,0,902,762,1665,55,64,120,13,0,13,0,0,3,13,11,24,11,3,16,76,94,167,1079,941,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,12,12,5,21,0,0,0,0,0,0,0,0,0,0,0,0,149,212,367,125,196,319,9,10,18,1371,1361,2739
POA3723,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,397,336,735,30,22,51,18,0,18,0,0,0,0,0,0,9,8,22,113,104,218,574,483,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,161,296,73,102,180,13,3,12,799,751,1554
POA3725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,82,186,4,7,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,121,83,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,59,7,20,27,0,4,9,157,139,304
POA3726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,43,96,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,4,3,5,62,43,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,27,49,3,12,12,4,0,5,88,90,176
POA3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,28,82,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,55,36,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,27,0,5,10,0,0,0,66,55,120
POA3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,83,197,8,6,9,5,0,5,0,0,0,0,0,0,0,0,0,3,9,7,133,92,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,21,45,8,20,21,0,4,4,164,137,301
POA3730,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,1419,1206,2629,103,96,197,23,0,27,5,0,5,33,4,38,11,9,22,79,68,148,1682,1388,3069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,20,12,7,20,0,0,0,0,0,0,0,0,0,0,0,0,147,213,361,165,303,461,15,12,24,2020,1920,3946
POA3732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,71,153,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,19,17,30,107,94,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,41,75,5,21,25,3,0,3,154,150,301
POA3733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,22,54,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,8,10,15,51,30,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21,0,9,8,0,0,0,64,49,117
POA3735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,93,221,13,4,13,4,0,4,0,0,0,0,0,0,5,0,3,13,5,17,155,101,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,28,28,56,18,30,48,4,0,5,201,164,364
POA3737,0,0,0,9,0,7,0,0,0,0,0,0,5,0,5,692,616,1310,55,41,92,16,0,16,10,0,10,17,3,16,8,3,11,48,55,106,852,719,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,123,138,254,85,156,240,7,13,16,1071,1024,2093
