POA_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA5081,13,56,0,7,12,6,0,0,0,95,8,21,0,0,7,0,0,0,0,31,114,511,22,61,90,38,0,14,13,864,0,0,0,0,0,0,0,0,0,0,12,28,3,16,35,12,0,0,0,107,23,22,8,25,39,8,0,8,4,135,17,25,18,44,42,22,0,11,0,188,0,0,0,7,13,4,0,3,0,24,3,3,0,0,9,0,0,0,4,22,6,6,0,3,0,7,0,0,3,21,6,9,0,5,3,3,0,0,0,23,244,953,66,205,293,100,0,45,21,1929,0,4,0,0,0,0,0,0,0,5,16,167,4,6,0,0,0,0,0,195,133,343,15,40,66,15,6,13,3,627,3,20,0,0,4,4,0,0,0,28,27,99,5,7,14,11,0,4,5,164,13,28,0,0,7,0,0,0,0,48,263,964,59,96,140,67,19,25,19,1656,0,0,0,0,0,0,0,0,0,3
POA5082,32,114,4,7,17,0,0,0,3,177,15,23,0,0,7,0,0,0,0,48,177,855,55,131,184,64,3,28,14,1509,0,0,0,0,0,0,0,0,0,0,26,55,5,29,48,13,0,0,0,185,28,51,22,66,63,17,0,8,4,259,38,35,47,96,104,45,0,11,7,387,5,4,3,4,10,10,0,5,0,37,3,6,3,8,23,16,0,10,0,60,5,6,0,5,5,0,0,0,0,25,6,10,3,7,8,3,0,9,3,47,421,1500,147,424,521,194,13,94,38,3347,3,9,0,0,0,0,0,0,0,16,22,160,4,6,0,0,0,0,0,190,171,454,27,93,91,40,34,49,11,973,8,24,0,3,3,0,0,3,0,40,61,178,6,12,27,5,0,0,5,304,17,41,4,3,9,0,0,0,0,82,421,1560,134,187,263,113,58,96,26,2861,0,0,0,0,0,0,0,0,0,8
POA5083,8,53,0,13,12,0,0,0,0,84,8,9,0,0,0,0,0,0,0,20,68,389,15,66,74,30,9,31,3,683,0,0,0,0,0,0,0,0,0,4,11,32,9,16,24,0,0,3,0,95,20,37,7,39,33,10,0,7,0,147,21,14,27,62,58,20,0,7,0,208,0,0,0,6,7,4,0,0,0,22,0,0,3,10,13,6,0,3,0,31,0,4,0,0,4,0,0,4,0,10,3,5,0,0,5,0,0,3,6,18,178,677,72,240,249,71,8,76,13,1590,0,4,0,0,0,0,0,0,0,0,7,38,6,0,0,0,0,0,0,48,75,193,19,31,43,13,11,27,6,431,4,0,0,0,0,0,0,0,0,9,15,74,0,14,14,6,0,0,0,129,12,15,0,6,3,0,0,0,0,37,170,668,53,98,122,48,49,77,6,1287,0,0,0,0,0,0,0,0,0,4
POA5084,4,27,0,11,0,0,0,0,0,40,5,3,0,0,0,0,0,0,0,14,39,254,25,78,51,28,0,43,3,529,0,0,0,0,0,0,0,0,0,0,3,15,12,20,10,3,0,5,0,57,8,22,14,57,25,18,0,22,0,161,10,15,32,89,48,14,0,21,3,240,3,0,5,7,4,6,0,4,3,34,5,5,5,12,3,6,0,0,0,30,0,0,0,0,0,0,0,0,0,7,0,0,5,3,5,4,0,6,3,39,94,419,97,333,186,86,12,122,22,1365,0,0,0,0,0,0,0,0,0,4,3,32,0,0,4,0,0,0,0,35,35,137,23,65,43,26,33,44,10,417,0,3,0,0,0,0,0,0,0,15,3,36,0,9,11,0,0,0,0,68,5,3,0,0,0,0,0,0,0,10,89,423,93,152,96,55,64,122,11,1102,0,0,0,0,0,0,0,0,0,4
POA5085,18,94,4,22,13,3,0,0,0,151,11,30,0,10,9,0,0,0,0,58,136,902,73,245,218,59,12,95,27,1762,5,0,0,3,0,0,0,0,0,7,30,30,15,52,34,5,0,13,0,174,41,71,26,147,93,25,0,28,4,434,67,48,69,220,188,58,11,48,8,718,4,7,0,4,15,8,0,20,0,64,11,7,4,24,30,9,0,6,0,97,5,10,0,11,4,0,0,5,0,38,10,18,4,7,10,7,0,15,12,83,400,1608,235,874,702,210,29,275,63,4392,0,8,0,0,0,0,0,0,0,9,21,127,3,7,0,0,0,0,0,160,180,579,94,180,164,63,61,105,12,1431,6,31,0,11,3,4,3,0,0,56,25,137,4,30,20,7,0,4,0,226,19,37,0,7,9,0,0,0,0,74,359,1591,214,344,362,128,115,224,38,3373,4,0,0,3,0,0,0,0,0,13
POA5086,15,62,0,17,13,0,0,0,4,106,4,27,0,3,4,0,0,0,0,38,108,579,57,171,143,59,10,93,11,1223,0,0,0,0,0,0,0,0,0,3,13,36,8,47,25,3,0,5,0,140,32,56,16,102,89,22,0,15,0,338,32,25,61,169,131,46,0,25,4,500,0,7,9,16,10,10,0,14,0,57,8,7,3,17,17,8,0,0,0,69,0,11,0,9,0,3,0,4,3,27,3,6,0,14,8,4,0,12,9,53,270,1073,182,642,514,174,27,213,39,3133,3,9,0,0,4,0,0,0,0,11,7,66,4,4,7,0,0,3,0,89,126,411,64,119,118,42,60,91,14,1046,5,16,4,0,10,0,3,0,0,39,24,100,5,12,18,0,0,8,4,176,16,31,0,4,7,0,0,0,0,60,279,996,170,252,231,112,89,177,29,2335,0,0,4,0,0,0,0,0,0,7
POA5087,17,76,0,18,12,0,0,0,0,116,6,22,0,0,0,0,0,0,0,29,89,482,31,153,107,39,7,63,10,988,0,0,0,0,0,0,0,0,0,0,6,25,4,24,16,3,0,7,0,92,26,32,14,75,44,16,4,14,6,222,23,30,30,119,85,27,0,23,6,350,3,0,3,12,7,3,0,3,0,38,4,6,5,19,9,6,0,3,0,56,0,0,0,0,6,0,0,0,0,10,4,9,0,4,4,4,0,3,4,30,220,923,103,508,354,116,16,149,31,2423,0,6,0,0,3,0,0,0,0,12,9,70,0,0,6,0,0,0,0,93,103,344,39,103,111,38,33,64,8,838,0,18,0,4,0,0,0,0,0,27,24,112,4,15,12,0,0,0,0,171,3,32,0,0,3,0,0,0,0,40,217,863,94,226,179,71,76,127,22,1875,0,0,0,0,0,0,0,0,0,3
POA5088,3,7,0,8,0,0,0,0,0,19,0,5,0,0,0,0,0,0,0,8,9,106,9,45,31,5,4,8,0,212,0,0,0,0,0,0,0,0,0,0,6,7,4,8,5,4,0,4,0,31,8,7,5,31,19,3,0,5,0,74,6,10,15,37,32,14,3,5,0,119,3,0,0,7,3,0,0,0,0,13,3,0,0,3,3,0,0,0,0,20,0,0,6,0,0,0,0,0,0,9,0,6,0,0,0,3,0,0,5,11,41,176,42,169,115,31,9,28,3,614,0,3,0,0,0,0,0,0,0,4,0,9,3,0,0,0,0,0,0,16,9,50,8,33,19,8,9,20,0,166,0,3,0,5,0,0,0,0,0,4,10,7,0,8,0,0,0,3,0,31,3,5,0,0,0,0,0,0,0,10,38,168,27,71,46,13,16,20,3,403,0,0,0,0,0,0,0,0,0,0
POA5089,8,43,0,10,3,0,0,0,0,60,4,8,0,0,4,0,0,0,0,17,60,274,16,48,51,19,0,7,0,484,0,0,0,0,0,0,0,0,0,0,5,22,5,21,13,4,0,3,0,74,16,27,6,28,31,4,0,4,6,120,20,20,11,66,79,16,3,8,8,242,0,0,0,3,10,0,0,9,0,29,0,3,4,8,17,3,0,0,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,6,0,0,3,18,141,482,46,198,234,56,12,24,17,1213,0,3,0,0,0,0,0,0,0,10,10,39,0,3,0,3,0,0,0,58,42,120,4,0,19,0,5,0,6,192,0,0,0,3,0,0,0,0,0,7,15,64,0,10,6,5,0,0,0,93,8,16,0,3,0,0,0,0,0,32,143,469,35,73,88,29,13,19,4,876,0,0,0,0,0,0,0,0,0,0
POA5090,3,17,0,11,4,0,0,0,0,40,0,3,0,0,0,0,0,0,0,3,36,227,10,49,52,15,0,7,3,402,0,0,0,0,0,0,0,0,0,0,3,22,0,23,26,3,0,0,0,74,15,23,10,53,30,3,0,3,0,137,13,25,27,94,99,24,4,10,3,303,0,0,3,4,10,4,0,4,0,32,4,0,0,5,13,3,0,5,4,39,0,0,0,0,0,0,0,0,0,5,0,3,0,8,4,3,0,0,6,30,97,391,59,258,248,63,8,32,15,1174,0,4,0,0,0,0,0,0,0,4,6,19,0,0,0,0,0,0,0,24,21,92,13,22,12,4,17,11,0,187,0,5,0,0,0,0,0,0,0,10,10,23,4,10,7,0,0,0,0,56,0,11,0,3,0,0,0,0,0,15,67,374,31,72,74,28,22,21,3,687,0,0,0,0,0,0,0,0,0,5
POA5091,7,38,0,7,5,0,0,0,0,58,4,15,0,0,0,0,0,0,0,19,52,276,15,36,51,10,0,3,0,452,0,0,0,0,0,0,0,0,0,0,20,29,3,21,13,8,0,0,0,87,21,30,7,56,25,8,0,4,5,166,19,24,56,85,109,31,9,15,5,350,6,0,0,8,7,3,0,3,0,20,0,8,0,12,19,4,0,5,0,44,0,5,0,0,0,0,0,0,0,10,4,8,5,5,7,3,0,0,4,29,138,502,87,242,242,70,11,33,20,1339,0,6,0,0,0,0,0,0,0,6,7,33,0,0,0,0,0,0,0,37,14,87,4,5,13,0,0,0,0,130,0,0,0,0,0,0,0,0,0,5,10,51,3,12,10,3,0,0,0,82,7,20,0,0,5,0,0,0,0,35,100,419,40,56,64,24,3,7,9,725,0,0,0,0,0,0,0,0,0,0
POA5092,7,61,0,35,9,4,0,0,0,122,3,10,0,0,3,0,0,0,0,19,74,439,40,156,122,29,0,27,11,897,0,0,0,3,0,0,0,0,0,3,24,37,12,46,47,10,4,4,0,185,44,47,20,144,84,21,0,11,4,374,47,53,85,221,196,70,11,50,7,734,10,3,5,5,18,16,0,6,0,69,0,5,0,29,28,5,0,8,0,85,0,6,0,10,0,0,0,0,0,28,3,6,4,14,8,4,0,5,9,50,241,840,176,739,553,177,20,137,44,2923,0,4,0,0,0,0,0,0,0,7,8,43,4,4,3,0,0,0,0,73,62,262,25,86,66,27,21,36,11,596,0,3,0,4,0,0,4,0,0,13,17,90,0,42,14,3,5,0,0,175,9,21,0,0,10,0,0,0,0,37,178,756,106,238,206,75,54,92,22,1726,0,0,0,3,0,0,0,4,0,8
POA5093,5,29,0,11,7,0,0,0,0,55,0,7,0,0,0,0,0,0,0,12,28,212,24,88,61,16,0,18,7,451,0,0,0,0,0,0,0,0,0,0,13,20,3,22,10,4,0,0,0,71,17,25,10,67,36,6,7,6,0,170,26,24,45,102,93,33,8,20,3,352,0,0,0,5,18,5,0,6,0,39,0,8,0,10,13,6,0,0,0,39,3,0,0,0,0,0,0,0,0,11,0,4,0,4,8,4,0,4,0,19,106,400,95,345,249,80,11,65,25,1373,0,8,0,0,0,0,0,0,0,7,0,30,0,0,0,0,0,0,0,39,27,95,14,51,31,10,4,17,3,258,4,9,0,3,0,0,3,0,0,16,14,54,0,13,7,3,3,0,0,90,0,8,0,0,0,0,0,0,0,13,68,368,48,121,92,30,29,40,9,802,0,0,0,0,0,0,0,0,0,5
POA5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,6,5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,0,6,3,7,6,0,0,0,0,18,0,0,6,5,3,0,0,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,13,21,12,3,0,12,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,7,0,0,4,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,41,5,3,6,3,12,3,0,84,0,0,0,0,0,0,0,0,0,0
POA5095,13,67,0,28,16,0,0,0,0,121,8,25,0,4,3,6,0,0,0,38,98,706,46,176,177,70,3,67,18,1366,0,0,0,4,0,0,0,0,0,3,27,41,12,43,40,16,0,3,4,181,37,60,23,141,84,30,8,15,10,404,60,52,93,228,177,56,12,33,15,725,3,5,7,16,15,14,0,10,0,67,10,3,0,30,28,3,0,4,0,88,0,5,0,8,12,3,0,0,0,29,0,4,4,17,27,5,0,10,8,75,315,1270,202,782,638,223,22,169,60,3683,3,19,0,3,0,0,0,0,0,25,18,164,5,0,7,0,0,0,6,199,158,410,55,126,113,48,44,44,11,1007,3,19,5,5,5,0,0,3,0,38,17,105,5,29,17,0,0,5,0,177,15,38,0,0,0,6,0,0,0,63,261,1221,171,279,269,116,99,135,29,2583,0,0,0,5,0,0,0,0,0,9
POA5096,9,35,0,16,3,0,0,3,0,61,0,8,0,0,0,0,0,0,0,12,39,276,15,68,79,26,3,33,0,548,0,0,0,4,0,0,0,0,0,3,16,27,5,37,15,3,0,3,0,112,28,33,17,88,63,12,3,9,5,254,43,45,72,214,173,45,7,42,11,640,0,3,4,12,21,12,0,5,0,65,12,0,5,14,25,9,0,7,0,68,0,0,4,4,0,4,0,5,0,22,4,3,0,6,6,0,0,3,6,34,154,523,123,503,404,116,22,115,34,1998,0,5,0,0,0,0,0,0,0,9,6,29,3,0,0,0,0,0,0,39,33,107,9,41,25,10,10,6,9,246,0,4,0,6,0,0,0,0,0,13,14,48,7,21,3,0,0,3,0,87,3,9,3,3,6,0,0,0,0,22,96,449,55,96,102,42,36,59,5,940,0,0,0,4,0,0,0,0,0,10
POA5097,12,53,0,19,11,0,0,0,3,93,3,15,0,0,4,0,0,0,0,25,55,466,19,69,82,31,3,10,9,741,0,0,0,0,0,0,0,0,0,0,19,43,4,52,32,14,0,5,0,167,50,48,16,90,68,9,0,8,5,291,41,54,66,200,178,55,7,33,7,637,3,6,0,8,17,9,4,4,0,50,4,0,5,25,26,6,0,0,0,74,0,8,0,0,0,0,0,0,0,18,0,6,0,10,8,3,0,3,4,41,194,816,121,497,445,133,14,73,30,2323,0,0,0,0,0,0,0,0,0,0,5,34,0,0,0,0,0,0,0,45,30,155,13,32,28,5,7,7,4,279,3,6,3,0,5,0,0,0,0,12,12,83,0,22,10,0,0,0,3,126,14,19,0,0,6,0,0,3,0,44,117,711,63,114,124,54,24,26,16,1255,0,0,0,0,0,0,0,0,0,0
POA5098,10,32,0,16,7,0,0,0,5,64,6,15,0,0,0,0,0,0,0,20,49,302,23,95,87,24,4,31,3,617,0,0,0,0,0,0,0,0,0,0,10,24,5,29,23,4,0,0,0,88,18,28,8,89,51,17,0,8,6,219,24,29,43,129,126,31,5,26,4,429,5,3,0,5,11,3,3,5,0,40,6,0,3,17,15,7,0,4,0,57,0,6,0,0,5,0,0,0,0,12,0,16,0,10,9,3,0,5,3,41,126,548,83,434,351,111,17,100,23,1806,3,0,0,0,0,0,0,0,0,10,3,40,0,4,3,0,0,0,0,47,23,118,19,59,49,15,24,26,4,344,0,8,0,0,0,0,0,0,0,15,11,53,0,21,5,3,0,4,5,96,3,20,0,0,0,0,0,0,0,27,95,490,77,139,128,44,35,67,10,1098,0,0,0,0,0,0,0,0,0,0
POA5106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5107,0,22,0,31,8,0,0,0,0,68,0,6,0,0,4,0,0,0,0,10,32,288,30,144,84,36,3,62,12,704,0,0,0,0,0,0,0,0,0,0,12,27,3,32,18,5,3,11,0,111,25,24,15,121,39,22,0,14,0,258,28,38,61,253,119,45,6,62,10,611,8,6,3,16,16,14,4,12,0,73,5,5,8,34,8,7,0,6,0,71,0,3,0,3,4,3,0,5,0,15,5,7,0,18,9,7,0,3,5,58,124,501,135,710,333,148,22,202,30,2204,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,38,38,137,30,77,47,22,42,44,6,438,0,7,0,9,0,0,0,5,0,21,4,32,0,29,14,0,0,0,0,92,3,6,0,0,4,0,0,0,0,16,110,468,112,214,121,67,71,128,28,1311,0,0,0,0,0,0,0,0,0,3
POA5108,4,48,3,43,0,0,0,4,0,106,0,14,0,0,0,0,0,0,0,18,51,466,37,191,146,43,7,85,11,1047,0,0,0,6,0,0,0,0,0,3,18,39,9,86,51,13,0,18,4,226,54,60,27,316,117,34,5,47,9,659,109,105,130,675,359,178,36,154,31,1770,20,7,19,40,59,40,12,34,3,229,9,7,8,58,40,24,7,26,0,180,4,6,5,5,8,3,0,12,0,46,6,13,3,33,18,18,4,32,17,144,305,865,255,1514,825,355,69,426,79,4684,0,7,0,0,0,0,0,0,0,6,0,32,0,10,0,0,0,0,0,48,27,145,20,85,50,19,29,32,3,417,4,9,5,5,0,0,0,0,0,18,11,64,8,46,7,0,0,3,0,141,0,19,0,0,0,0,0,0,0,27,118,748,126,272,216,74,66,176,25,1839,0,0,0,8,0,0,0,0,0,12
POA5109,4,25,0,18,8,0,0,4,0,57,3,17,0,0,6,0,0,0,0,26,36,332,13,63,66,26,5,24,10,569,0,0,0,4,0,0,0,0,0,3,19,39,7,42,44,7,5,8,3,176,41,45,15,165,94,20,0,18,3,405,57,54,92,317,244,89,9,65,10,938,3,3,8,16,29,8,7,6,0,85,5,5,4,28,29,15,0,6,0,98,0,4,0,11,3,0,0,0,0,26,8,3,6,21,18,3,0,13,4,75,194,603,157,698,549,176,24,142,36,2570,0,0,0,0,0,0,0,0,0,0,3,12,0,3,0,0,0,0,0,26,30,97,16,25,14,11,4,15,3,208,5,0,0,0,0,0,0,0,0,5,8,41,0,23,12,0,0,4,0,81,5,19,0,0,3,0,0,0,0,32,79,502,40,100,93,47,26,58,13,956,0,0,0,4,0,0,0,0,0,0
POA5110,0,11,0,4,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5,17,135,3,33,29,18,0,16,3,254,0,0,0,0,0,0,0,0,0,0,4,3,0,12,3,0,0,0,0,35,13,20,8,81,29,8,3,4,3,160,26,19,36,111,92,40,11,37,6,387,0,6,0,8,7,4,0,9,0,28,3,0,0,9,11,5,0,4,0,38,3,0,0,0,3,0,0,0,0,8,0,0,0,13,7,4,0,0,0,24,81,225,59,278,183,81,17,74,18,1020,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,13,15,30,9,4,3,0,0,3,0,79,0,3,0,0,0,0,0,0,0,5,0,11,0,4,0,0,0,0,0,27,3,3,0,0,0,0,0,0,0,7,35,194,19,51,49,24,6,28,9,422,0,0,0,0,0,0,0,0,0,0
POA5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,9,0,4,5,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,6,14,3,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,9,9,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
